order_id,customer_id,pizza_id,quantity,date,time,hour_of_day
OR154766787,56,four_cheese_m,1,24/04/2015,17:27:32,17
OR154776787,496,sicilian_s,1,24/04/2015,17:27:32,17
OR154786788,294,pep_msh_pep_l,1,24/04/2015,17:38:54,17
OR154796788,383,southw_ckn_m,1,24/04/2015,17:38:54,17
OR154806788,63,thai_ckn_s,1,24/04/2015,17:38:54,17
OR154816789,475,classic_dlx_s,1,24/04/2015,17:50:34,17
OR154826789,816,pep_msh_pep_m,1,24/04/2015,17:50:34,17
OR154836790,407,calabrese_m,1,24/04/2015,17:50:59,17
OR154846790,901,hawaiian_s,1,24/04/2015,17:50:59,17
OR154856790,274,thai_ckn_l,1,24/04/2015,17:50:59,17
OR154866791,555,ital_supr_l,1,24/04/2015,17:52:47,17
OR154876791,590,spinach_supr_l,1,24/04/2015,17:52:47,17
OR154886792,643,spicy_ital_l,1,24/04/2015,17:53:10,17
OR154896793,789,soppressata_m,1,24/04/2015,18:01:40,18
OR154906793,170,spicy_ital_s,1,24/04/2015,18:01:40,18
OR154916794,499,cali_ckn_m,1,24/04/2015,18:05:39,18
OR154926794,592,mediterraneo_l,1,24/04/2015,18:05:39,18
OR154936794,653,sicilian_l,1,24/04/2015,18:05:39,18
OR154946795,422,big_meat_s,1,24/04/2015,18:20:37,18
OR154956795,791,five_cheese_l,1,24/04/2015,18:20:37,18
OR154966796,792,ckn_pesto_m,1,24/04/2015,18:51:32,18
OR154976796,152,ckn_pesto_s,1,24/04/2015,18:51:32,18
OR154986796,805,four_cheese_l,1,24/04/2015,18:51:32,18
OR154996796,687,veggie_veg_m,1,24/04/2015,18:51:32,18
OR155006797,905,big_meat_s,1,24/04/2015,18:54:03,18
OR155016797,99,mediterraneo_s,1,24/04/2015,18:54:03,18
OR155026797,479,spicy_ital_l,1,24/04/2015,18:54:03,18
OR155036798,278,ckn_alfredo_m,1,24/04/2015,19:07:13,19
OR155046798,395,four_cheese_l,1,24/04/2015,19:07:13,19
OR155056798,172,pepperoni_s,1,24/04/2015,19:07:13,19
OR155066799,138,soppressata_s,1,24/04/2015,19:12:22,19
OR155076799,931,southw_ckn_l,1,24/04/2015,19:12:22,19
OR155086799,208,spicy_ital_l,1,24/04/2015,19:12:22,19
OR155096800,657,ckn_pesto_l,1,24/04/2015,19:21:27,19
OR155106800,167,mediterraneo_m,1,24/04/2015,19:21:27,19
OR155116801,485,ital_veggie_l,1,24/04/2015,19:31:36,19
OR155126801,612,prsc_argla_l,1,24/04/2015,19:31:36,19
OR155136801,982,sicilian_m,1,24/04/2015,19:31:36,19
OR155146802,246,bbq_ckn_l,1,24/04/2015,19:36:22,19
OR155156802,280,ckn_alfredo_m,1,24/04/2015,19:36:22,19
OR155166803,119,ital_cpcllo_l,1,24/04/2015,19:44:11,19
OR155176803,992,mexicana_l,1,24/04/2015,19:44:11,19
OR155186803,628,prsc_argla_m,1,24/04/2015,19:44:11,19
OR155196803,818,thai_ckn_m,1,24/04/2015,19:44:11,19
OR155206804,489,bbq_ckn_m,1,24/04/2015,19:48:32,19
OR155216804,278,five_cheese_l,1,24/04/2015,19:48:32,19
OR155226805,148,big_meat_s,2,24/04/2015,19:51:03,19
OR155236805,554,cali_ckn_m,1,24/04/2015,19:51:03,19
OR155246805,702,ital_supr_m,1,24/04/2015,19:51:03,19
OR155256806,610,five_cheese_l,1,24/04/2015,19:52:41,19
OR155266806,194,prsc_argla_m,1,24/04/2015,19:52:41,19
OR155276806,205,spinach_fet_m,1,24/04/2015,19:52:41,19
OR155286807,430,pepperoni_m,1,24/04/2015,19:55:03,19
OR155296807,557,the_greek_m,1,24/04/2015,19:55:03,19
OR155306808,728,cali_ckn_s,1,24/04/2015,19:55:41,19
OR155316808,341,hawaiian_l,1,24/04/2015,19:55:41,19
OR155326808,434,southw_ckn_s,1,24/04/2015,19:55:41,19
OR155336809,509,classic_dlx_l,1,24/04/2015,20:52:36,20
OR155346809,471,pepperoni_l,1,24/04/2015,20:52:36,20
OR155356809,805,sicilian_s,1,24/04/2015,20:52:36,20
OR155366810,871,mediterraneo_m,1,24/04/2015,20:53:38,20
OR155376811,442,cali_ckn_l,1,24/04/2015,21:06:47,21
OR155386811,231,peppr_salami_m,1,24/04/2015,21:06:47,21
OR155396812,13,cali_ckn_m,1,24/04/2015,21:10:44,21
OR155406812,308,cali_ckn_s,1,24/04/2015,21:10:44,21
OR155416812,966,pepperoni_l,1,24/04/2015,21:10:44,21
OR155426813,972,bbq_ckn_m,1,24/04/2015,21:35:43,21
OR155436813,870,four_cheese_l,1,24/04/2015,21:35:43,21
OR155446813,579,spinach_fet_m,1,24/04/2015,21:35:43,21
OR155456813,409,veggie_veg_m,1,24/04/2015,21:35:43,21
OR155466814,526,ckn_pesto_m,1,24/04/2015,22:05:21,22
OR155476814,172,sicilian_l,1,24/04/2015,22:05:21,22
OR155486815,723,bbq_ckn_l,1,24/04/2015,22:10:20,22
OR155496815,123,green_garden_l,1,24/04/2015,22:10:20,22
OR155506815,632,spicy_ital_l,1,24/04/2015,22:10:20,22
OR155516815,627,veggie_veg_m,1,24/04/2015,22:10:20,22
OR155526816,590,ckn_pesto_l,2,24/04/2015,22:25:13,22
OR155536816,632,hawaiian_l,1,24/04/2015,22:25:13,22
OR155546816,45,mediterraneo_s,1,24/04/2015,22:25:13,22
OR155556817,440,brie_carre_s,1,24/04/2015,22:25:24,22
OR155566818,675,classic_dlx_l,1,24/04/2015,22:28:34,22
OR155576818,319,classic_dlx_m,1,24/04/2015,22:28:34,22
OR155586818,121,mexicana_l,1,24/04/2015,22:28:34,22
OR155596818,59,peppr_salami_m,1,24/04/2015,22:28:34,22
OR155606819,745,ckn_pesto_l,1,24/04/2015,22:35:53,22
OR155616819,732,the_greek_s,1,24/04/2015,22:35:53,22
OR155626820,492,hawaiian_s,1,24/04/2015,22:39:29,22
OR155636821,973,big_meat_s,1,25/04/2015,12:05:36,12
OR155646822,993,ital_veggie_m,1,25/04/2015,12:41:46,12
OR155656822,15,sicilian_s,1,25/04/2015,12:41:46,12
OR155666822,408,spin_pesto_s,1,25/04/2015,12:41:46,12
OR155676823,550,hawaiian_s,1,25/04/2015,12:52:56,12
OR155686824,104,big_meat_s,1,25/04/2015,13:11:36,13
OR155696825,782,mexicana_m,1,25/04/2015,13:14:37,13
OR155706825,389,spinach_supr_m,1,25/04/2015,13:14:37,13
OR155716826,12,bbq_ckn_l,1,25/04/2015,13:16:55,13
OR155726826,516,ital_cpcllo_m,1,25/04/2015,13:16:55,13
OR155736826,503,pepperoni_m,1,25/04/2015,13:16:55,13
OR155746826,907,sicilian_l,2,25/04/2015,13:16:55,13
OR155756826,830,soppressata_l,1,25/04/2015,13:16:55,13
OR155766826,674,southw_ckn_s,1,25/04/2015,13:16:55,13
OR155776827,139,ital_cpcllo_l,1,25/04/2015,13:18:30,13
OR155786827,338,southw_ckn_l,1,25/04/2015,13:18:30,13
OR155796827,869,thai_ckn_s,1,25/04/2015,13:18:30,13
OR155806827,116,veggie_veg_s,1,25/04/2015,13:18:30,13
OR155816828,769,bbq_ckn_m,1,25/04/2015,13:26:02,13
OR155826828,363,prsc_argla_s,1,25/04/2015,13:26:02,13
OR155836829,820,hawaiian_s,1,25/04/2015,13:37:32,13
OR155846830,813,bbq_ckn_m,1,25/04/2015,13:38:28,13
OR155856830,59,four_cheese_l,1,25/04/2015,13:38:28,13
OR155866830,883,ital_supr_l,1,25/04/2015,13:38:28,13
OR155876830,308,ital_supr_m,1,25/04/2015,13:38:28,13
OR155886830,744,pep_msh_pep_m,1,25/04/2015,13:38:28,13
OR155896830,222,prsc_argla_l,1,25/04/2015,13:38:28,13
OR155906830,98,veggie_veg_s,1,25/04/2015,13:38:28,13
OR155916831,241,thai_ckn_l,1,25/04/2015,13:44:04,13
OR155926831,488,the_greek_xl,1,25/04/2015,13:44:04,13
OR155936832,313,green_garden_m,1,25/04/2015,13:44:57,13
OR155946833,452,bbq_ckn_m,1,25/04/2015,13:53:12,13
OR155956833,671,spicy_ital_l,1,25/04/2015,13:53:12,13
OR155966834,773,bbq_ckn_l,1,25/04/2015,13:57:15,13
OR155976834,472,veggie_veg_m,1,25/04/2015,13:57:15,13
OR155986835,456,mexicana_l,1,25/04/2015,14:14:15,14
OR155996836,855,sicilian_m,1,25/04/2015,14:21:41,14
OR156006837,178,bbq_ckn_l,1,25/04/2015,14:55:34,14
OR156016837,632,ital_cpcllo_l,1,25/04/2015,14:55:34,14
OR156026838,247,classic_dlx_m,1,25/04/2015,15:09:12,15
OR156036838,682,five_cheese_l,1,25/04/2015,15:09:12,15
OR156046838,696,napolitana_l,1,25/04/2015,15:09:12,15
OR156056839,374,hawaiian_m,1,25/04/2015,15:24:38,15
OR156066839,301,pep_msh_pep_m,1,25/04/2015,15:24:38,15
OR156076839,173,pepperoni_l,1,25/04/2015,15:24:38,15
OR156086839,602,spicy_ital_l,1,25/04/2015,15:24:38,15
OR156096840,320,calabrese_m,1,25/04/2015,15:25:43,15
OR156106841,943,thai_ckn_l,1,25/04/2015,15:43:12,15
OR156116842,951,napolitana_m,1,25/04/2015,16:12:34,16
OR156126843,309,five_cheese_l,1,25/04/2015,16:25:28,16
OR156136843,974,sicilian_s,1,25/04/2015,16:25:28,16
OR156146843,195,spin_pesto_s,1,25/04/2015,16:25:28,16
OR156156844,620,southw_ckn_l,1,25/04/2015,16:25:57,16
OR156166844,855,thai_ckn_l,1,25/04/2015,16:25:57,16
OR156176845,19,sicilian_s,1,25/04/2015,16:54:25,16
OR156186846,88,bbq_ckn_m,1,25/04/2015,17:09:06,17
OR156196846,412,pep_msh_pep_m,1,25/04/2015,17:09:06,17
OR156206846,373,prsc_argla_m,1,25/04/2015,17:09:06,17
OR156216846,434,sicilian_l,1,25/04/2015,17:09:06,17
OR156226847,244,ckn_alfredo_m,1,25/04/2015,17:11:39,17
OR156236847,703,ckn_pesto_l,1,25/04/2015,17:11:39,17
OR156246847,735,ital_cpcllo_s,1,25/04/2015,17:11:39,17
OR156256848,171,bbq_ckn_m,1,25/04/2015,17:12:06,17
OR156266849,482,bbq_ckn_m,1,25/04/2015,17:28:17,17
OR156276849,121,ital_veggie_m,1,25/04/2015,17:28:17,17
OR156286849,836,spinach_fet_s,1,25/04/2015,17:28:17,17
OR156296850,773,bbq_ckn_l,1,25/04/2015,17:34:17,17
OR156306851,305,ckn_pesto_l,1,25/04/2015,17:49:10,17
OR156316851,858,sicilian_s,1,25/04/2015,17:49:10,17
OR156326852,214,veggie_veg_s,1,25/04/2015,17:57:35,17
OR156336853,285,sicilian_s,1,25/04/2015,18:02:22,18
OR156346853,971,southw_ckn_m,1,25/04/2015,18:02:22,18
OR156356854,848,cali_ckn_s,1,25/04/2015,18:04:05,18
OR156366854,471,classic_dlx_m,1,25/04/2015,18:04:05,18
OR156376854,217,southw_ckn_m,1,25/04/2015,18:04:05,18
OR156386854,659,thai_ckn_l,1,25/04/2015,18:04:05,18
OR156396855,971,sicilian_s,1,25/04/2015,18:06:25,18
OR156406856,93,big_meat_s,1,25/04/2015,18:11:20,18
OR156416856,362,hawaiian_s,1,25/04/2015,18:11:20,18
OR156426857,527,bbq_ckn_l,1,25/04/2015,18:27:47,18
OR156436857,799,peppr_salami_s,1,25/04/2015,18:27:47,18
OR156446857,653,southw_ckn_l,1,25/04/2015,18:27:47,18
OR156456858,61,cali_ckn_m,1,25/04/2015,18:30:52,18
OR156466858,22,five_cheese_l,1,25/04/2015,18:30:52,18
OR156476858,752,sicilian_s,1,25/04/2015,18:30:52,18
OR156486859,114,big_meat_s,1,25/04/2015,18:32:56,18
OR156496860,4,bbq_ckn_l,1,25/04/2015,18:58:49,18
OR156506860,153,spicy_ital_l,1,25/04/2015,18:58:49,18
OR156516860,926,the_greek_xl,1,25/04/2015,18:58:49,18
OR156526861,25,big_meat_s,1,25/04/2015,18:59:20,18
OR156536862,221,bbq_ckn_s,1,25/04/2015,19:00:01,19
OR156546863,180,four_cheese_m,1,25/04/2015,19:18:10,19
OR156556864,766,ital_veggie_s,1,25/04/2015,19:32:31,19
OR156566865,20,soppressata_s,1,25/04/2015,19:34:26,19
OR156576866,882,green_garden_s,1,25/04/2015,19:37:14,19
OR156586866,914,peppr_salami_m,1,25/04/2015,19:37:14,19
OR156596867,237,ital_cpcllo_m,1,25/04/2015,19:43:36,19
OR156606867,797,spinach_fet_l,1,25/04/2015,19:43:36,19
OR156616868,59,ital_supr_l,1,25/04/2015,19:46:34,19
OR156626869,37,ital_veggie_s,1,25/04/2015,20:12:51,20
OR156636869,476,the_greek_l,1,25/04/2015,20:12:51,20
OR156646870,718,calabrese_m,1,25/04/2015,20:15:56,20
OR156656870,511,classic_dlx_m,1,25/04/2015,20:15:56,20
OR156666870,137,peppr_salami_l,1,25/04/2015,20:15:56,20
OR156676871,326,mediterraneo_m,1,25/04/2015,20:18:21,20
OR156686871,954,spin_pesto_s,1,25/04/2015,20:18:21,20
OR156696872,774,five_cheese_l,1,25/04/2015,20:51:45,20
OR156706872,631,peppr_salami_m,1,25/04/2015,20:51:45,20
OR156716873,451,cali_ckn_l,1,25/04/2015,20:56:19,20
OR156726873,856,prsc_argla_l,1,25/04/2015,20:56:19,20
OR156736873,566,southw_ckn_l,1,25/04/2015,20:56:19,20
OR156746874,477,classic_dlx_l,1,25/04/2015,21:10:27,21
OR156756874,97,five_cheese_l,1,25/04/2015,21:10:27,21
OR156766875,991,hawaiian_l,1,25/04/2015,21:30:16,21
OR156776875,889,sicilian_s,1,25/04/2015,21:30:16,21
OR156786876,72,ckn_pesto_s,1,25/04/2015,21:37:26,21
OR156796877,957,cali_ckn_l,1,25/04/2015,21:40:44,21
OR156806878,782,peppr_salami_l,1,25/04/2015,21:59:56,21
OR156816878,944,sicilian_s,1,25/04/2015,21:59:56,21
OR156826879,800,four_cheese_m,1,25/04/2015,22:12:34,22
OR156836880,807,bbq_ckn_m,1,25/04/2015,22:14:27,22
OR156846880,422,big_meat_s,1,25/04/2015,22:14:27,22
OR156856881,183,bbq_ckn_m,1,25/04/2015,22:49:13,22
OR156866881,610,classic_dlx_m,1,25/04/2015,22:49:13,22
OR156876882,198,spicy_ital_l,1,25/04/2015,23:02:25,23
OR156886883,24,sicilian_s,1,26/04/2015,11:37:59,11
OR156896884,552,four_cheese_l,1,26/04/2015,11:40:45,11
OR156906884,181,ital_supr_l,1,26/04/2015,11:40:45,11
OR156916885,192,ital_supr_m,1,26/04/2015,11:52:16,11
OR156926885,315,peppr_salami_m,1,26/04/2015,11:52:16,11
OR156936885,230,spicy_ital_m,1,26/04/2015,11:52:16,11
OR156946886,651,spicy_ital_l,1,26/04/2015,12:02:54,12
OR156956887,983,hawaiian_s,1,26/04/2015,12:08:01,12
OR156966888,858,calabrese_m,1,26/04/2015,12:08:51,12
OR156976888,486,ckn_pesto_l,1,26/04/2015,12:08:51,12
OR156986888,2,ital_veggie_m,1,26/04/2015,12:08:51,12
OR156996888,821,soppressata_l,1,26/04/2015,12:08:51,12
OR157006888,614,spinach_fet_m,1,26/04/2015,12:08:51,12
OR157016888,138,the_greek_m,1,26/04/2015,12:08:51,12
OR157026888,674,veggie_veg_l,1,26/04/2015,12:08:51,12
OR157036889,242,big_meat_s,1,26/04/2015,12:46:53,12
OR157046889,50,four_cheese_l,2,26/04/2015,12:46:53,12
OR157056889,326,four_cheese_m,1,26/04/2015,12:46:53,12
OR157066890,574,big_meat_s,1,26/04/2015,13:15:44,13
OR157076890,775,southw_ckn_s,1,26/04/2015,13:15:44,13
OR157086891,77,peppr_salami_l,1,26/04/2015,13:27:48,13
OR157096892,930,four_cheese_m,1,26/04/2015,13:40:24,13
OR157106892,568,hawaiian_l,1,26/04/2015,13:40:24,13
OR157116893,101,hawaiian_m,1,26/04/2015,13:43:18,13
OR157126893,596,napolitana_l,1,26/04/2015,13:43:18,13
OR157136894,124,ital_veggie_m,1,26/04/2015,13:49:45,13
OR157146895,55,napolitana_m,1,26/04/2015,14:01:20,14
OR157156895,189,spin_pesto_s,1,26/04/2015,14:01:20,14
OR157166895,934,spinach_fet_s,1,26/04/2015,14:01:20,14
OR157176895,475,spinach_supr_s,1,26/04/2015,14:01:20,14
OR157186896,60,spinach_fet_s,1,26/04/2015,14:01:22,14
OR157196897,686,bbq_ckn_m,1,26/04/2015,14:09:28,14
OR157206897,868,mexicana_l,1,26/04/2015,14:09:28,14
OR157216898,291,four_cheese_l,1,26/04/2015,14:41:41,14
OR157226899,77,ital_cpcllo_l,1,26/04/2015,15:03:13,15
OR157236900,464,thai_ckn_l,1,26/04/2015,15:03:14,15
OR157246901,600,ital_supr_l,1,26/04/2015,15:04:31,15
OR157256901,787,sicilian_s,1,26/04/2015,15:04:31,15
OR157266902,478,spinach_supr_m,1,26/04/2015,15:04:58,15
OR157276903,731,veggie_veg_s,1,26/04/2015,15:25:33,15
OR157286904,177,southw_ckn_m,1,26/04/2015,15:28:39,15
OR157296905,124,soppressata_l,1,26/04/2015,15:49:39,15
OR157306906,528,prsc_argla_s,1,26/04/2015,15:52:54,15
OR157316907,955,thai_ckn_l,1,26/04/2015,15:58:08,15
OR157326908,687,classic_dlx_s,1,26/04/2015,16:17:32,16
OR157336908,196,pep_msh_pep_m,1,26/04/2015,16:17:32,16
OR157346909,982,pepperoni_m,1,26/04/2015,17:21:17,17
OR157356909,781,southw_ckn_s,1,26/04/2015,17:21:17,17
OR157366909,38,spinach_fet_l,1,26/04/2015,17:21:17,17
OR157376910,438,five_cheese_l,1,26/04/2015,17:28:21,17
OR157386910,885,pepperoni_m,1,26/04/2015,17:28:21,17
OR157396910,757,thai_ckn_s,1,26/04/2015,17:28:21,17
OR157406910,960,veggie_veg_l,1,26/04/2015,17:28:21,17
OR157416911,724,ckn_pesto_s,1,26/04/2015,17:30:43,17
OR157426911,514,four_cheese_m,1,26/04/2015,17:30:43,17
OR157436911,866,hawaiian_m,1,26/04/2015,17:30:43,17
OR157446911,645,veggie_veg_l,1,26/04/2015,17:30:43,17
OR157456912,620,classic_dlx_l,1,26/04/2015,17:31:56,17
OR157466913,759,prsc_argla_l,1,26/04/2015,17:34:04,17
OR157476913,794,spicy_ital_l,1,26/04/2015,17:34:04,17
OR157486914,477,hawaiian_s,1,26/04/2015,17:41:42,17
OR157496914,782,spinach_fet_s,1,26/04/2015,17:41:42,17
OR157506914,82,thai_ckn_m,1,26/04/2015,17:41:42,17
OR157516915,169,classic_dlx_s,1,26/04/2015,17:57:44,17
OR157526915,63,hawaiian_s,1,26/04/2015,17:57:44,17
OR157536915,89,spin_pesto_s,1,26/04/2015,17:57:44,17
OR157546915,799,spinach_fet_m,1,26/04/2015,17:57:44,17
OR157556916,658,classic_dlx_l,1,26/04/2015,18:12:59,18
OR157566916,978,pepperoni_s,1,26/04/2015,18:12:59,18
OR157576916,468,prsc_argla_m,1,26/04/2015,18:12:59,18
OR157586916,135,spin_pesto_s,1,26/04/2015,18:12:59,18
OR157596917,957,big_meat_s,1,26/04/2015,18:16:19,18
OR157606917,920,green_garden_s,1,26/04/2015,18:16:19,18
OR157616917,855,hawaiian_s,1,26/04/2015,18:16:19,18
OR157626918,653,cali_ckn_l,1,26/04/2015,18:23:14,18
OR157636918,71,four_cheese_l,1,26/04/2015,18:23:14,18
OR157646919,89,brie_carre_s,1,26/04/2015,18:30:53,18
OR157656920,776,pepperoni_s,1,26/04/2015,18:37:22,18
OR157666921,177,ital_supr_l,1,26/04/2015,19:20:07,19
OR157676921,909,pepperoni_s,1,26/04/2015,19:20:07,19
OR157686922,714,four_cheese_m,1,26/04/2015,19:25:16,19
OR157696922,750,southw_ckn_l,1,26/04/2015,19:25:16,19
OR157706923,128,ckn_pesto_m,1,26/04/2015,19:29:03,19
OR157716923,236,five_cheese_l,1,26/04/2015,19:29:03,19
OR157726923,4,hawaiian_s,1,26/04/2015,19:29:03,19
OR157736923,788,spicy_ital_m,1,26/04/2015,19:29:03,19
OR157746924,811,soppressata_s,1,26/04/2015,19:35:10,19
OR157756925,753,pep_msh_pep_m,1,26/04/2015,19:53:16,19
OR157766925,256,prsc_argla_m,1,26/04/2015,19:53:16,19
OR157776925,977,thai_ckn_m,1,26/04/2015,19:53:16,19
OR157786925,455,the_greek_s,1,26/04/2015,19:53:16,19
OR157796926,626,hawaiian_m,1,26/04/2015,19:54:21,19
OR157806926,206,prsc_argla_s,1,26/04/2015,19:54:21,19
OR157816927,118,cali_ckn_l,1,26/04/2015,20:09:13,20
OR157826927,132,classic_dlx_m,1,26/04/2015,20:09:13,20
OR157836927,702,hawaiian_l,1,26/04/2015,20:09:13,20
OR157846927,488,napolitana_m,1,26/04/2015,20:09:13,20
OR157856928,714,ital_supr_m,1,26/04/2015,20:57:33,20
OR157866929,447,spinach_fet_s,1,26/04/2015,21:07:54,21
OR157876930,420,spicy_ital_l,1,26/04/2015,21:26:22,21
OR157886931,453,mexicana_l,1,26/04/2015,21:29:32,21
OR157896932,9,ckn_alfredo_l,1,26/04/2015,21:31:35,21
OR157906932,896,spicy_ital_m,1,26/04/2015,21:31:35,21
OR157916933,75,ckn_pesto_s,1,26/04/2015,21:33:59,21
OR157926934,264,ital_supr_s,1,26/04/2015,21:37:40,21
OR157936935,1000,ital_veggie_m,1,26/04/2015,21:59:53,21
OR157946936,4,bbq_ckn_m,1,26/04/2015,22:00:43,22
OR157956936,807,southw_ckn_s,1,26/04/2015,22:00:43,22
OR157966937,330,thai_ckn_l,1,26/04/2015,22:10:54,22
OR157976938,581,mexicana_m,1,26/04/2015,22:15:53,22
OR157986939,899,bbq_ckn_s,1,27/04/2015,11:34:00,11
OR157996939,791,hawaiian_s,1,27/04/2015,11:34:00,11
OR158006940,185,prsc_argla_s,1,27/04/2015,11:34:40,11
OR158016941,337,big_meat_s,1,27/04/2015,11:38:05,11
OR158026942,307,four_cheese_l,1,27/04/2015,11:43:06,11
OR158036942,850,ital_supr_m,1,27/04/2015,11:43:06,11
OR158046942,631,ital_veggie_s,1,27/04/2015,11:43:06,11
OR158056942,53,spin_pesto_m,1,27/04/2015,11:43:06,11
OR158066943,203,green_garden_s,1,27/04/2015,11:54:36,11
OR158076944,254,hawaiian_l,1,27/04/2015,11:55:52,11
OR158086945,890,hawaiian_m,1,27/04/2015,11:55:53,11
OR158096945,26,pep_msh_pep_s,1,27/04/2015,11:55:53,11
OR158106946,786,calabrese_l,1,27/04/2015,12:04:44,12
OR158116946,968,ital_supr_m,1,27/04/2015,12:04:44,12
OR158126946,791,veggie_veg_m,1,27/04/2015,12:04:44,12
OR158136947,247,peppr_salami_m,1,27/04/2015,12:07:45,12
OR158146948,831,spicy_ital_s,1,27/04/2015,12:13:19,12
OR158156949,809,ckn_pesto_m,1,27/04/2015,12:14:47,12
OR158166950,999,big_meat_s,1,27/04/2015,12:20:54,12
OR158176950,680,classic_dlx_s,1,27/04/2015,12:20:54,12
OR158186950,936,hawaiian_s,1,27/04/2015,12:20:54,12
OR158196951,956,hawaiian_l,1,27/04/2015,12:35:48,12
OR158206951,86,ital_supr_m,1,27/04/2015,12:35:48,12
OR158216952,828,veggie_veg_l,1,27/04/2015,12:59:58,12
OR158226953,694,big_meat_s,1,27/04/2015,13:04:09,13
OR158236953,440,ckn_alfredo_m,1,27/04/2015,13:04:09,13
OR158246953,518,four_cheese_l,1,27/04/2015,13:04:09,13
OR158256953,323,hawaiian_l,1,27/04/2015,13:04:09,13
OR158266953,666,peppr_salami_l,1,27/04/2015,13:04:09,13
OR158276953,821,prsc_argla_m,1,27/04/2015,13:04:09,13
OR158286953,804,soppressata_s,1,27/04/2015,13:04:09,13
OR158296953,254,thai_ckn_l,1,27/04/2015,13:04:09,13
OR158306953,133,thai_ckn_s,1,27/04/2015,13:04:09,13
OR158316954,899,cali_ckn_l,1,27/04/2015,13:07:30,13
OR158326954,417,ital_supr_l,1,27/04/2015,13:07:30,13
OR158336955,935,cali_ckn_m,1,27/04/2015,13:10:33,13
OR158346956,385,sicilian_s,1,27/04/2015,13:10:46,13
OR158356956,489,spin_pesto_s,1,27/04/2015,13:10:46,13
OR158366956,718,the_greek_s,1,27/04/2015,13:10:46,13
OR158376957,337,pepperoni_m,1,27/04/2015,13:45:15,13
OR158386958,931,bbq_ckn_m,1,27/04/2015,13:45:57,13
OR158396959,739,calabrese_m,1,27/04/2015,13:55:53,13
OR158406959,776,ital_cpcllo_l,1,27/04/2015,13:55:53,13
OR158416959,293,prsc_argla_m,1,27/04/2015,13:55:53,13
OR158426960,687,hawaiian_s,1,27/04/2015,14:06:51,14
OR158436960,399,southw_ckn_l,1,27/04/2015,14:06:51,14
OR158446961,442,classic_dlx_m,1,27/04/2015,14:55:45,14
OR158456962,713,classic_dlx_s,1,27/04/2015,15:03:10,15
OR158466963,586,peppr_salami_l,1,27/04/2015,15:11:11,15
OR158476964,564,bbq_ckn_l,1,27/04/2015,15:35:13,15
OR158486964,652,big_meat_s,1,27/04/2015,15:35:13,15
OR158496964,182,ital_supr_l,1,27/04/2015,15:35:13,15
OR158506964,11,ital_veggie_l,1,27/04/2015,15:35:13,15
OR158516965,696,sicilian_s,1,27/04/2015,15:37:57,15
OR158526965,705,spinach_fet_l,1,27/04/2015,15:37:57,15
OR158536966,790,thai_ckn_s,1,27/04/2015,15:38:25,15
OR158546967,494,classic_dlx_m,1,27/04/2015,15:41:16,15
OR158556967,505,mexicana_l,1,27/04/2015,15:41:16,15
OR158566967,887,napolitana_m,1,27/04/2015,15:41:16,15
OR158576968,141,classic_dlx_m,1,27/04/2015,15:53:59,15
OR158586968,511,ital_supr_l,1,27/04/2015,15:53:59,15
OR158596969,936,classic_dlx_l,1,27/04/2015,16:34:42,16
OR158606969,536,green_garden_m,1,27/04/2015,16:34:42,16
OR158616969,785,peppr_salami_l,1,27/04/2015,16:34:42,16
OR158626970,176,soppressata_m,1,27/04/2015,16:34:51,16
OR158636971,834,cali_ckn_l,1,27/04/2015,16:40:45,16
OR158646971,60,ckn_alfredo_m,1,27/04/2015,16:40:45,16
OR158656971,470,peppr_salami_l,1,27/04/2015,16:40:45,16
OR158666971,506,spin_pesto_s,1,27/04/2015,16:40:45,16
OR158676972,682,spinach_supr_m,1,27/04/2015,16:42:57,16
OR158686972,832,the_greek_xl,1,27/04/2015,16:42:57,16
OR158696973,795,hawaiian_s,1,27/04/2015,16:45:25,16
OR158706973,827,spinach_fet_m,1,27/04/2015,16:45:25,16
OR158716974,172,bbq_ckn_m,1,27/04/2015,16:49:36,16
OR158726974,114,classic_dlx_s,1,27/04/2015,16:49:36,16
OR158736974,762,ital_supr_l,1,27/04/2015,16:49:36,16
OR158746974,898,pepperoni_m,1,27/04/2015,16:49:36,16
OR158756975,290,big_meat_s,1,27/04/2015,16:52:45,16
OR158766975,64,mexicana_l,1,27/04/2015,16:52:45,16
OR158776976,976,five_cheese_l,1,27/04/2015,16:56:58,16
OR158786976,976,prsc_argla_m,1,27/04/2015,16:56:58,16
OR158796977,747,napolitana_s,1,27/04/2015,17:01:56,17
OR158806978,436,spinach_fet_s,1,27/04/2015,17:23:08,17
OR158816979,515,bbq_ckn_m,1,27/04/2015,17:24:07,17
OR158826980,711,brie_carre_s,1,27/04/2015,17:26:06,17
OR158836980,815,hawaiian_s,1,27/04/2015,17:26:06,17
OR158846981,478,calabrese_l,1,27/04/2015,17:29:20,17
OR158856981,417,ckn_alfredo_m,1,27/04/2015,17:29:20,17
OR158866982,114,cali_ckn_l,1,27/04/2015,17:46:31,17
OR158876982,105,ital_cpcllo_s,1,27/04/2015,17:46:31,17
OR158886982,120,pepperoni_l,1,27/04/2015,17:46:31,17
OR158896983,182,calabrese_l,1,27/04/2015,17:46:42,17
OR158906984,362,peppr_salami_l,1,27/04/2015,17:54:12,17
